Lista de Materiales — tal como la entregó Sistemas;;;;
56.207 líneas: Modelo -> Insumo -> Cantidad por unidad. Es el insumo base de todos los cálculos de este archivo.;;;;
;;;;
Modelo (base);Insumo (materia prima);Cantidad por unidad;UdM;
RC90-1_ MAT-SIMPLE-100;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
RC90-1_ MAT-SIMPLE-100;VORANOL 3011 (POLIOL)         ;826,7112;g;
RC90-1_ MAT-SIMPLE-100;CLORURO DE METILENO           ;43,0473;g;
RC90-1_ MAT-SIMPLE-100;AUT HEX. MAD P AGU T2 12X3;4;Units;
RC90-1_ MAT-SIMPLE-100;GRAMPA 114/40;0,07;Unidad de Mil;
RC90-1_ MAT-SIMPLE-100;GRAMPA 84/14;0,13;Unidad de Mil;
RC90-1_ MAT-SIMPLE-100;GRAMPA 84/8;0,63;Unidad de Mil;
RC90-1_ MAT-SIMPLE-100;NYLON BOLSA 189X215X80 (LEAN);1;Units;
RC90-1_ MAT-SIMPLE-100;PCM-320 (WENGUE);2;Units;
RC90-1_ MAT-SIMPLE-100;TNT 60G - 1,5M - BLANCO/NEGRO;1,1;m;
RC90-2_ MAT-SIMPLE-160;LISTON 1X2X1,850;1,85;ft²;
RC90-2_ MAT-SIMPLE-160;LISTON 1X2X0,920;2,52;ft²;
RC90-2_ MAT-SIMPLE-160;CHAPADUR 3MM                  ;1,44;m²;
RC90-2_ MAT-SIMPLE-160;TNT 13G - 2,2M - BLANCO;1,44;m;
RC90-2_ MAT-SIMPLE-160;ORION 54;1,78;m;
RC90-2_ MAT-SIMPLE-160;AMINA                         ;1,3959;g;
RC90-2_ MAT-SIMPLE-160;VORANOL 3943 (COPO)           ;92,0166;g;
RC90-2_ MAT-SIMPLE-160;TDI (DI ISIOCANATO DE TOLUENO);564;g;
RC90-2_ MAT-SIMPLE-160;GLICERINA;1,8753;g;
RC90-2_ MAT-SIMPLE-160;SILICONA1 B 8228 - 594        ;16,2009;g;
RC90-2_ MAT-SIMPLE-160;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
RC90-2_ MAT-SIMPLE-160;VORANOL 3011 (POLIOL)         ;826,7112;g;
RC90-2_ MAT-SIMPLE-160;CLORURO DE METILENO           ;43,0473;g;
RC90-2_ MAT-SIMPLE-160;AUT HEX. MAD P AGU T2 12X3;4;Units;
RC90-2_ MAT-SIMPLE-160;GRAMPA 114/40;0,07;Unidad de Mil;
RC90-2_ MAT-SIMPLE-160;GRAMPA 84/14;0,13;Unidad de Mil;
RC90-2_ MAT-SIMPLE-160;GRAMPA 84/8;0,75;Unidad de Mil;
RC90-2_ MAT-SIMPLE-160;NYLON BOLSA 189X215X80 (LEAN);1;Units;
RC90-2_ MAT-SIMPLE-160;PCM-320 (WENGUE);2;Units;
RC90-2_ MAT-SIMPLE-160;TNT 60G - 1,5M - BLANCO/NEGRO;1,7;m;
RC90-5_ MAT-SIMPLE-200;LISTON 1X2X1,850;2,29;ft²;
RC90-5_ MAT-SIMPLE-200;LISTON 1X2X0,920;2,52;ft²;
RC90-5_ MAT-SIMPLE-200;CHAPADUR 3MM                  ;1,8;m²;
RC90-5_ MAT-SIMPLE-200;TNT 13G - 2,2M - BLANCO;1;m;
RC90-5_ MAT-SIMPLE-200;ORION 54;2,18;m;
RC90-5_ MAT-SIMPLE-200;AMINA                         ;1,3959;g;
RC90-5_ MAT-SIMPLE-200;VORANOL 3943 (COPO)           ;92,0166;g;
RC90-5_ MAT-SIMPLE-200;TDI (DI ISIOCANATO DE TOLUENO);564;g;
RC90-5_ MAT-SIMPLE-200;GLICERINA;1,8753;g;
RC90-5_ MAT-SIMPLE-200;SILICONA1 B 8228 - 594        ;16,2009;g;
RC90-5_ MAT-SIMPLE-200;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
RC90-5_ MAT-SIMPLE-200;VORANOL 3011 (POLIOL)         ;826,7112;g;
RC90-5_ MAT-SIMPLE-200;CLORURO DE METILENO           ;43,0473;g;
RC90-5_ MAT-SIMPLE-200;AUT HEX. MAD P AGU T2 12X3;4;Units;
RC90-5_ MAT-SIMPLE-200;GRAMPA 114/40;0,07;Unidad de Mil;
RC90-5_ MAT-SIMPLE-200;GRAMPA 84/14;0,25;Unidad de Mil;
RC90-5_ MAT-SIMPLE-200;GRAMPA 84/8;1;Unidad de Mil;
RC90-5_ MAT-SIMPLE-200;NYLON BOLSA 189X215X80 (LEAN);1;Units;
RC90-5_ MAT-SIMPLE-200;PCM-320 (WENGUE);2;Units;
RC90-5_ MAT-SIMPLE-200;TNT 60G - 1,5M - BLANCO/NEGRO;2,1;m;
PIC2 RC90-1_ MAT-SIMPLE-100;CHAPADUR 3MM                  ;0,9;m²;
PIC2 RC90-2_ MAT-SIMPLE-160;CHAPADUR 3MM                  ;1,44;m²;
PIC2 RC90-5_ MAT-SIMPLE-200;CHAPADUR 3MM                  ;1,8;m²;
PIC1 RC90-1_ MAT-SIMPLE-100;LISTON 1X2X1,850;1,2;ft²;
PIC1 RC90-1_ MAT-SIMPLE-100;LISTON 1X2X0,920;1,51;ft²;
PIC1 RC90-2_ MAT-SIMPLE-160;LISTON 1X2X1,850;1,85;ft²;
PIC1 RC90-2_ MAT-SIMPLE-160;LISTON 1X2X0,920;2,52;ft²;
PIC1 RC90-5_ MAT-SIMPLE-200;LISTON 1X2X1,850;2,29;ft²;
PIC1 RC90-5_ MAT-SIMPLE-200;LISTON 1X2X0,920;2,52;ft²;
TAP RC90-1_ MAT-SIMPLE-100;LISTON 1X2X1,850;1,2;ft²;
TAP RC90-1_ MAT-SIMPLE-100;LISTON 1X2X0,920;1,51;ft²;
TAP RC90-1_ MAT-SIMPLE-100;CHAPADUR 3MM                  ;0,9;m²;
TAP RC90-1_ MAT-SIMPLE-100;TNT 13G - 2,2M - BLANCO;0,9;m;
TAP RC90-1_ MAT-SIMPLE-100;ORION 54;1,18;m;
TAP RC90-1_ MAT-SIMPLE-100;AMINA                         ;1,3959;g;
TAP RC90-1_ MAT-SIMPLE-100;VORANOL 3943 (COPO)           ;92,0166;g;
TAP RC90-1_ MAT-SIMPLE-100;TDI (DI ISIOCANATO DE TOLUENO);564;g;
TAP RC90-1_ MAT-SIMPLE-100;GLICERINA;1,8753;g;
TAP RC90-1_ MAT-SIMPLE-100;SILICONA1 B 8228 - 594        ;16,2009;g;
TAP RC90-1_ MAT-SIMPLE-100;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
TAP RC90-1_ MAT-SIMPLE-100;VORANOL 3011 (POLIOL)         ;826,7112;g;
TAP RC90-1_ MAT-SIMPLE-100;CLORURO DE METILENO           ;43,0473;g;
TAP RC90-1_ MAT-SIMPLE-100;AUT HEX. MAD P AGU T2 12X3;4;Units;
TAP RC90-1_ MAT-SIMPLE-100;GRAMPA 114/40;0,07;Unidad de Mil;
TAP RC90-1_ MAT-SIMPLE-100;GRAMPA 84/14;0,13;Unidad de Mil;
TAP RC90-1_ MAT-SIMPLE-100;GRAMPA 84/8;0,63;Unidad de Mil;
TAP RC90-1_ MAT-SIMPLE-100;NYLON BOLSA 189X215X80 (LEAN);1;Units;
TAP RC90-1_ MAT-SIMPLE-100;PCM-320 (WENGUE);2;Units;
TAP RC90-1_ MAT-SIMPLE-100;TNT 60G - 1,5M - BLANCO/NEGRO;1,1;m;
TAP RC90-2_ MAT-SIMPLE-160;LISTON 1X2X1,850;1,85;ft²;
TAP RC90-2_ MAT-SIMPLE-160;LISTON 1X2X0,920;2,52;ft²;
TAP RC90-2_ MAT-SIMPLE-160;CHAPADUR 3MM                  ;1,44;m²;
TAP RC90-2_ MAT-SIMPLE-160;TNT 13G - 2,2M - BLANCO;1,44;m;
TAP RC90-2_ MAT-SIMPLE-160;ORION 54;1,78;m;
TAP RC90-2_ MAT-SIMPLE-160;AMINA                         ;1,3959;g;
TAP RC90-2_ MAT-SIMPLE-160;VORANOL 3943 (COPO)           ;92,0166;g;
TAP RC90-2_ MAT-SIMPLE-160;TDI (DI ISIOCANATO DE TOLUENO);564;g;
TAP RC90-2_ MAT-SIMPLE-160;GLICERINA;1,8753;g;
TAP RC90-2_ MAT-SIMPLE-160;SILICONA1 B 8228 - 594        ;16,2009;g;
TAP RC90-2_ MAT-SIMPLE-160;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
TAP RC90-2_ MAT-SIMPLE-160;VORANOL 3011 (POLIOL)         ;826,7112;g;
TAP RC90-2_ MAT-SIMPLE-160;CLORURO DE METILENO           ;43,0473;g;
TAP RC90-2_ MAT-SIMPLE-160;AUT HEX. MAD P AGU T2 12X3;4;Units;
TAP RC90-2_ MAT-SIMPLE-160;GRAMPA 114/40;0,07;Unidad de Mil;
TAP RC90-2_ MAT-SIMPLE-160;GRAMPA 84/14;0,13;Unidad de Mil;
TAP RC90-2_ MAT-SIMPLE-160;GRAMPA 84/8;0,75;Unidad de Mil;
TAP RC90-2_ MAT-SIMPLE-160;NYLON BOLSA 189X215X80 (LEAN);1;Units;
TAP RC90-2_ MAT-SIMPLE-160;PCM-320 (WENGUE);2;Units;
TAP RC90-2_ MAT-SIMPLE-160;TNT 60G - 1,5M - BLANCO/NEGRO;1,7;m;
TAP RC90-5_ MAT-SIMPLE-200;LISTON 1X2X1,850;2,29;ft²;
TAP RC90-5_ MAT-SIMPLE-200;LISTON 1X2X0,920;2,52;ft²;
TAP RC90-5_ MAT-SIMPLE-200;CHAPADUR 3MM                  ;1,8;m²;
TAP RC90-5_ MAT-SIMPLE-200;TNT 13G - 2,2M - BLANCO;1;m;
TAP RC90-5_ MAT-SIMPLE-200;ORION 54;2,18;m;
TAP RC90-5_ MAT-SIMPLE-200;AMINA                         ;1,3959;g;
TAP RC90-5_ MAT-SIMPLE-200;VORANOL 3943 (COPO)           ;92,0166;g;
TAP RC90-5_ MAT-SIMPLE-200;TDI (DI ISIOCANATO DE TOLUENO);564;g;
TAP RC90-5_ MAT-SIMPLE-200;GLICERINA;1,8753;g;
TAP RC90-5_ MAT-SIMPLE-200;SILICONA1 B 8228 - 594        ;16,2009;g;
TAP RC90-5_ MAT-SIMPLE-200;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
TAP RC90-5_ MAT-SIMPLE-200;VORANOL 3011 (POLIOL)         ;826,7112;g;
TAP RC90-5_ MAT-SIMPLE-200;CLORURO DE METILENO           ;43,0473;g;
TAP RC90-5_ MAT-SIMPLE-200;AUT HEX. MAD P AGU T2 12X3;4;Units;
TAP RC90-5_ MAT-SIMPLE-200;GRAMPA 114/40;0,07;Unidad de Mil;
TAP RC90-5_ MAT-SIMPLE-200;GRAMPA 84/14;0,25;Unidad de Mil;
TAP RC90-5_ MAT-SIMPLE-200;GRAMPA 84/8;1;Unidad de Mil;
TAP RC90-5_ MAT-SIMPLE-200;NYLON BOLSA 189X215X80 (LEAN);1;Units;
TAP RC90-5_ MAT-SIMPLE-200;PCM-320 (WENGUE);2;Units;
TAP RC90-5_ MAT-SIMPLE-200;TNT 60G - 1,5M - BLANCO/NEGRO;2,1;m;
TAPA RC90-1_ MAT-SIMPLE-100;TNT 13G - 2,2M - BLANCO;0,9;m;
TAPA RC90-1_ MAT-SIMPLE-100;ORION 54;1,18;m;
TAPA RC90-1_ MAT-SIMPLE-100;AMINA                         ;1,3959;g;
TAPA RC90-1_ MAT-SIMPLE-100;VORANOL 3943 (COPO)           ;92,0166;g;
TAPA RC90-1_ MAT-SIMPLE-100;TDI (DI ISIOCANATO DE TOLUENO);564;g;
TAPA RC90-1_ MAT-SIMPLE-100;GLICERINA;1,8753;g;
TAPA RC90-1_ MAT-SIMPLE-100;SILICONA1 B 8228 - 594        ;16,2009;g;
TAPA RC90-1_ MAT-SIMPLE-100;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
TAPA RC90-1_ MAT-SIMPLE-100;VORANOL 3011 (POLIOL)         ;826,7112;g;
TAPA RC90-1_ MAT-SIMPLE-100;CLORURO DE METILENO           ;43,0473;g;
TAPA RC90-2_ MAT-SIMPLE-160;TNT 13G - 2,2M - BLANCO;1,44;m;
TAPA RC90-2_ MAT-SIMPLE-160;ORION 54;1,78;m;
TAPA RC90-2_ MAT-SIMPLE-160;AMINA                         ;1,3959;g;
TAPA RC90-2_ MAT-SIMPLE-160;VORANOL 3943 (COPO)           ;92,0166;g;
TAPA RC90-2_ MAT-SIMPLE-160;TDI (DI ISIOCANATO DE TOLUENO);564;g;
TAPA RC90-2_ MAT-SIMPLE-160;GLICERINA;1,8753;g;
TAPA RC90-2_ MAT-SIMPLE-160;SILICONA1 B 8228 - 594        ;16,2009;g;
TAPA RC90-2_ MAT-SIMPLE-160;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
TAPA RC90-2_ MAT-SIMPLE-160;VORANOL 3011 (POLIOL)         ;826,7112;g;
TAPA RC90-2_ MAT-SIMPLE-160;CLORURO DE METILENO           ;43,0473;g;
TAPA RC90-5_ MAT-SIMPLE-200;TNT 13G - 2,2M - BLANCO;1;m;
TAPA RC90-5_ MAT-SIMPLE-200;ORION 54;2,18;m;
TAPA RC90-5_ MAT-SIMPLE-200;AMINA                         ;1,3959;g;
TAPA RC90-5_ MAT-SIMPLE-200;VORANOL 3943 (COPO)           ;92,0166;g;
TAPA RC90-5_ MAT-SIMPLE-200;TDI (DI ISIOCANATO DE TOLUENO);564;g;
TAPA RC90-5_ MAT-SIMPLE-200;GLICERINA;1,8753;g;
TAPA RC90-5_ MAT-SIMPLE-200;SILICONA1 B 8228 - 594        ;16,2009;g;
TAPA RC90-5_ MAT-SIMPLE-200;T9 (OCTOATO DE ESTAAÑO)       ;2,2842;g;
TAPA RC90-5_ MAT-SIMPLE-200;VORANOL 3011 (POLIOL)         ;826,7112;g;
TAPA RC90-5_ MAT-SIMPLE-200;CLORURO DE METILENO           ;43,0473;g;
TAP OASIS, SOFA-1/3(STD)BASE;HILO ENCERADO NRO 7;5,5;m;
TAP OASIS, SOFA-1/3(STD)BASE;HORMILLA NRO 18;22;Units;
TAP OASIS, SOFA-1/3(STD)BASE;GUATA 100G 150M;2,18;m;
TAP OASIS, SOFA-1/3(STD)BASE;AUT HEX. MAD P AGU T2 12X2;9;Units;
TAP OASIS, SOFA-1/3(STD)BASE;AUT HEX. MAD P AGU T2 12X3;10;Units;
TAP OASIS, SOFA-1/3(STD)BASE;GRAMPA 84/14;1;Unidad de Mil;
TAP OASIS, SOFA-1/3(STD)BASE;GRAMPA 84/8;1,63;Unidad de Mil;
TAP OASIS, SOFA-1/3(STD)BASE;GRAMPA 114/40;0,35;Unidad de Mil;
TAP OASIS, SOFA-1/3(STD)BASE;CINCHA ELASTICA ASIENTO;23,47;m;
TAP OASIS, SOFA-1/3(STD)BASE;FLP 05-40 (REG100X100X40);4;Units;
TAP OASIS, SOFA-1/3(STD)BASE;CEMENTO SOLIDEX 0777 FC 0782MV;0,5;kg;
TAP OASIS, SOFA-1/3(STD)BASE;PCP-35(REGATON 70X35);1;Units;
TAP OASIS, SOFA-1/3(STD)BASE;LIENZO TNT 75 ANCHO (ALPILL);6,75;m;
TAP OASIS, SOFA-1/3(STD)BASE;LIENZO TNT 110 ANCHO (ALPILL);2,13;m;
TAP OASIS, SOFA-1/3(STD)BASE;NYLON BOLSA 189X330X80 (LEAN);1;Units;
TAP OASIS, SOFA-1/3(STD)BASE;HILO VAHE (ESTANDAR) X;50;m;
TAP OASIS, SOFA-1/3(STD)BASE;CADENA NYLON N 5 (ESTANDAR);6,53;m;
TAP OASIS, SOFA-1/3(STD)BASE;ETIQUETA BORDAD LIVING;1;Units;
TAP OASIS, SOFA-1/3(STD)BASE;FORRO 21MM (ESTANDAR);6,25;m;
TAP OASIS, SOFA-1/3(STD)BASE;DESLIZADOR NRO 5;9;Units;
TAP OASIS, SOFA-1/3(STD)BASE;GUATA 200G 150M;2,13;m;
TAP OASIS, SOFA-1/3(STD)BASE;TNT 30G - 1,5M - BLANCO;4,71;m;
TAP OASIS, SOFA-1/3(STD)BASE;TNT 120G - 1,5M - BLANCO/NEGRO;1,38;m;
TAP OASIS, SOFA-1/3(STD)BASE;LISTON 1X2X1,850;3,13;ft²;
TAP OASIS, SOFA-1/3(STD)BASE;LISTON 1X2X2,300;2,03;ft²;
TAP OASIS, SOFA-1/3(STD)BASE;LISTON 1X3X0,700;1,15;ft²;
TAP OASIS, SOFA-1/3(STD)BASE;LISTON 1X3X1,850;4,56;ft²;
TAP OASIS, SOFA-1/3(STD)BASE;LISTON 1X3X2,220;11,03;ft²;
TAP OASIS, SOFA-1/3(STD)BASE;LISTON 1X4X2,220;1,42;ft²;
TAP OASIS, SOFA-1/3(STD)BASE;MDF 15MM;0,67;m²;
TAP OASIS, SOFA-1/3(STD)BASE;AMINA                         ;10,5941;g;
TAP OASIS, SOFA-1/3(STD)BASE;TDI (DI ISIOCANATO DE TOLUENO);2957,3431;g;
TAP OASIS, SOFA-1/3(STD)BASE;PASTA AMARILLA;2,4336;g;
TAP OASIS, SOFA-1/3(STD)BASE;T9 (OCTOATO DE ESTAAÑO)       ;12,7463;g;
TAP OASIS, SOFA-1/3(STD)BASE;VORANOL 3011 (POLIOL)         ;5294,4188;g;
TAP OASIS, SOFA-1/3(STD)BASE;CLORURO DE METILENO           ;178,3782;g;
TAP OASIS, SOFA-1/3(STD)BASE;SILICONA2 - B 8123 / 580      ;31,707;g;
TAP OASIS, SOFA-1/3(STD)BASE;PASTA NEGRA;13,1345;g;
TAP OASIS, SOFA-1/3(STD)BASE;SILICONA1 B 8228 - 594        ;37,5505;g;
TAP OASIS, SOFA-1/3(STD)BASE;Cascara;2,36;kg;
PIC1 OASIS, SOFA-1/3(STD)BASE;LISTON 1X2X1,850;3,13;ft²;
PIC1 OASIS, SOFA-1/3(STD)BASE;LISTON 1X2X2,300;2,03;ft²;
PIC1 OASIS, SOFA-1/3(STD)BASE;LISTON 1X3X0,700;1,15;ft²;
PIC1 OASIS, SOFA-1/3(STD)BASE;LISTON 1X3X1,850;4,56;ft²;
PIC1 OASIS, SOFA-1/3(STD)BASE;LISTON 1X3X2,220;11,03;ft²;
PIC1 OASIS, SOFA-1/3(STD)BASE;LISTON 1X4X2,220;1,42;ft²;
PIC2 OASIS, SOFA-1/3(STD)BASE;MDF 15MM;0,67;m²;
PIP1 OASIS, SOFA-1/3(STD)BASE;AMINA                         ;3,0186;g;
PIP1 OASIS, SOFA-1/3(STD)BASE;TDI (DI ISIOCANATO DE TOLUENO);987,2226;g;
PIP1 OASIS, SOFA-1/3(STD)BASE;PASTA AMARILLA;2,4336;g;
PIP1 OASIS, SOFA-1/3(STD)BASE;T9 (OCTOATO DE ESTAAÑO)       ;4,8438;g;
PIP1 OASIS, SOFA-1/3(STD)BASE;VORANOL 3011 (POLIOL)         ;1505,2518;g;
PIP1 OASIS, SOFA-1/3(STD)BASE;CLORURO DE METILENO           ;178,3782;g;
PIP1 OASIS, SOFA-1/3(STD)BASE;SILICONA2 - B 8123 / 580      ;31,707;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;AMINA                         ;7,5755;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;TDI (DI ISIOCANATO DE TOLUENO);1970,1205;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;PASTA NEGRA;13,1345;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;SILICONA1 B 8228 - 594        ;37,5505;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;T9 (OCTOATO DE ESTAAÑO)       ;7,9025;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;VORANOL 3011 (POLIOL)         ;3789,167;g;
PIP2 OASIS, SOFA-1/3(STD)BASE;Cascara;2,36;kg;
ALL MISSANA(L), SOFA-3/4CPOS(+49);FIBRA HUECA/CONJ/SIL15DX64(VEL;1,6;kg;
BANDA-BASE MILE 80X190;ALPHA 53;1,06;m;
BANDA-BASE MILE 80X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 80X190;TNT 80G - 2M - NEGRO;0,71;m;
BANDA-BASE MILE 80X200;ALPHA 53;1,1;m;
BANDA-BASE MILE 80X200;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 80X200;TNT 80G - 2M - NEGRO;0,71;m;
BANDA-BASE MILE 90X190;ALPHA 53;1,1;m;
BANDA-BASE MILE 90X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 90X190;TNT 80G - 2M - NEGRO;0,81;m;
BANDA-BASE MILE 90X200;ALPHA 53;1,14;m;
BANDA-BASE MILE 90X200;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 90X200;TNT 80G - 2M - NEGRO;0,81;m;
BANDA-BASE MILE 100X190;ALPHA 53;1,14;m;
BANDA-BASE MILE 100X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 100X190;TNT 80G - 2M - NEGRO;0,91;m;
BANDA-BASE MILE 090X200;ALPHA 53;1,88;m;
BANDA-BASE MILE 090X200;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 090X200;TNT 80G - 2M - NEGRO;0,91;m;
BANDA-BASE MILE 130X190;ALPHA 53;1,26;m;
BANDA-BASE MILE 130X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 130X190;TNT 80G - 2M - NEGRO;1,21;m;
BANDA-BASE MILE 140X190;ALPHA 53;1,3;m;
BANDA-BASE MILE 140X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE MILE 140X190;TNT 80G - 2M - NEGRO;1,31;m;
BANDA-BASE OLIM 80X190;VELVET TWIST GRIS PLOMO;0,9;m;
BANDA-BASE OLIM 80X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 80X190;TNT 80G - 2M - NEGRO;0,9;m;
BANDA-BASE OLIM 80X200;VELVET TWIST GRIS PLOMO;0,93;m;
BANDA-BASE OLIM 80X200;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 80X200;TNT 80G - 2M - NEGRO;0,9;m;
BANDA-BASE OLIM 90X190;VELVET TWIST GRIS PLOMO;0,93;m;
BANDA-BASE OLIM 90X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 90X190;TNT 80G - 2M - NEGRO;0,9;m;
BANDA-BASE OLIM 90X200;VELVET TWIST GRIS PLOMO;0,96;m;
BANDA-BASE OLIM 90X200;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 90X200;TNT 80G - 2M - NEGRO;1;m;
BANDA-BASE OLIM 100X190;VELVET TWIST GRIS PLOMO;0,96;m;
BANDA-BASE OLIM 100X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 100X190;TNT 80G - 2M - NEGRO;1,1;m;
BANDA-BASE OLIM 100X200;VELVET TWIST GRIS PLOMO;0,98;m;
BANDA-BASE OLIM 100X200;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 100X200;TNT 80G - 2M - NEGRO;1,1;m;
BANDA-BASE OLIM 130X190;VELVET TWIST GRIS PLOMO;1,06;m;
BANDA-BASE OLIM 130X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 130X190;TNT 80G - 2M - NEGRO;1,4;m;
BANDA-BASE OLIM 140X190;VELVET TWIST GRIS PLOMO;1,08;m;
BANDA-BASE OLIM 140X190;HILO VAHE (ESTANDAR) X;50;m;
BANDA-BASE OLIM 140X190;TNT 80G - 2M - NEGRO;1,5;m;
TAPA COMFORT 160X190;V1558;1,7;m;
TAPA COMFORT 160X190;TNT 13G - 2,2M - BLANCO;1,7;m;
TAPA COMFORT 160X190;AMINA                         ;1,2276;g;
TAPA COMFORT 160X190;VORANOL 3943 (COPO)           ;80,9224;g;
TAPA COMFORT 160X190;TDI (DI ISIOCANATO DE TOLUENO);496;g;
TAPA COMFORT 160X190;GLICERINA;1,6492;g;
TAPA COMFORT 160X190;SILICONA1 B 8228 - 594        ;14,2476;g;
TAPA COMFORT 160X190;T9 (OCTOATO DE ESTAAÑO)       ;2,0088;g;
TAPA COMFORT 160X190;VORANOL 3011 (POLIOL)         ;727,0368;g;
TAPA COMFORT 160X190;CLORURO DE METILENO           ;37,8572;g;
TAPA COMFORT 160X190;HILO VAHE POLI 80 BLANCO (copia);114,3;m;
TAPA COMFORT 160X190;HILO VAHE 300T BLANCO (copia);1,14;g;
TAPA COMFORT 180X190;V1558;1,91;m;
TAPA COMFORT 180X190;TNT 13G - 2,2M - BLANCO;1,91;m;
TAPA COMFORT 180X190;AMINA                         ;1,386;g;
TAPA COMFORT 180X190;VORANOL 3943 (COPO)           ;91,364;g;
TAPA COMFORT 180X190;TDI (DI ISIOCANATO DE TOLUENO);560;g;
TAPA COMFORT 180X190;GLICERINA;1,862;g;
TAPA COMFORT 180X190;SILICONA1 B 8228 - 594        ;16,086;g;
TAPA COMFORT 180X190;T9 (OCTOATO DE ESTAAÑO)       ;2,268;g;
TAPA COMFORT 180X190;VORANOL 3011 (POLIOL)         ;820,848;g;
TAPA COMFORT 180X190;CLORURO DE METILENO           ;42,742;g;
TAPA COMFORT 180X190;HILO VAHE POLI 80 BLANCO (copia);128,6;m;
TAPA COMFORT 180X190;HILO VAHE 300T BLANCO (copia);1,29;g;
TAPA COMFORT 200X190;V1558;2,12;m;
TAPA COMFORT 200X190;TNT 13G - 2,2M - BLANCO;2,12;m;
TAPA COMFORT 200X190;AMINA                         ;1,5345;g;
TAPA COMFORT 200X190;VORANOL 3943 (COPO)           ;101,153;g;
TAPA COMFORT 200X190;TDI (DI ISIOCANATO DE TOLUENO);620;g;
TAPA COMFORT 200X190;GLICERINA;2,0615;g;
TAPA COMFORT 200X190;SILICONA1 B 8228 - 594        ;17,8095;g;
TAPA COMFORT 200X190;T9 (OCTOATO DE ESTAAÑO)       ;2,511;g;
TAPA COMFORT 200X190;VORANOL 3011 (POLIOL)         ;908,796;g;
TAPA COMFORT 200X190;CLORURO DE METILENO           ;47,3215;g;
TAPA COMFORT 200X190;HILO VAHE POLI 80 BLANCO (copia);142,9;m;
TAPA COMFORT 200X190;HILO VAHE 300T BLANCO (copia);1,43;g;
BANDA-FHOTE100190;V368;0,98;m;
BANDA-FHOTE100190;TNT 13G - 2,2M - BLANCO;0,98;m;
BANDA-FHOTE100190;AMINA                         ;0,0837;g;
BANDA-FHOTE100190;VORANOL 3943 (COPO)           ;5,553;g;
BANDA-FHOTE100190;TDI (DI ISIOCANATO DE TOLUENO);38,7531;g;
BANDA-FHOTE100190;GLICERINA;0,1107;g;
BANDA-FHOTE100190;PASTA AZUL;0,1161;g;
BANDA-FHOTE100190;T9 (OCTOATO DE ESTAAÑO)       ;0,1386;g;
BANDA-FHOTE100190;VORANOL 3011 (POLIOL)         ;49,5117;g;
BANDA-FHOTE100190;CLORURO DE METILENO           ;4,9743;g;
BANDA-FHOTE100190;SILICONA2 - B 8123 / 580      ;1,0224;g;
BANDA-FHOTE100190;HILO VAHE POLI 80 BLANCO (copia);160,4;m;
BANDA-FHOTE100190;HILO VAHE 300T BLANCO (copia);2,67;g;
BANDA-FHOTE160200;V368;0,98;m;
BANDA-FHOTE160200;TNT 13G - 2,2M - BLANCO;0,98;m;
BANDA-FHOTE160200;AMINA                         ;0,0837;g;
BANDA-FHOTE160200;VORANOL 3943 (COPO)           ;5,553;g;
BANDA-FHOTE160200;TDI (DI ISIOCANATO DE TOLUENO);38,7531;g;
BANDA-FHOTE160200;GLICERINA;0,1107;g;
BANDA-FHOTE160200;PASTA AZUL;0,1161;g;
BANDA-FHOTE160200;T9 (OCTOATO DE ESTAAÑO)       ;0,1386;g;
BANDA-FHOTE160200;VORANOL 3011 (POLIOL)         ;49,5117;g;
